name,tags
NEEDY STREAMER OVERLOAD,"Psychological Horror,Sexual Content,Anime,Visual Novel,Cute,Pixel Graphics,Multiple Endings,Point & Click,2D,Psychological,Choose Your Own Adventure,Psychedelic,Dark Humor,Colorful,Story Rich,Adventure,Singleplayer,Text-Based,Conversation,Hentai"
War Selection,"Strategy,Base Building,Free to Play,RTS,Multiplayer,Military,Massively Multiplayer,War,Online Co-Op,PvP,Singleplayer,Survival,Historical,Co-op,Management,Indie,PvE,Early Access,Atmospheric,Replay Value"
Frozen Flame,"Early Access,Open World Survival Craft,Adventure,Online Co-Op,Base Building,RPG,Exploration,Open World,Action,Survival,Co-op Campaign,Sandbox,Fantasy,Colorful,PvP,Building,Dark Fantasy,Crafting,Multiplayer,Hack and Slash"
A Dance of Fire and Ice,"Rhythm,Music,Difficult,Indie,Great Soundtrack,Singleplayer,Level Editor,2D,Action,Psychological Horror,Casual,Games Workshop,Atmospheric,Souls-like,Horror,Multiplayer,Co-op"
Isonzo,"War,Indie,Simulation,Atmospheric,PvP,Realistic,Military,First-Person,Historical,World War I,FPS,Shooter,Action,Tactical,Multiplayer,Combat,Singleplayer,Strategy,Education,Cinematic"
Lumencraft,"Exploration,Action,Action RPG,Sandbox,Thriller,Strategy,Tower Defense,Base Building,Action Roguelike,Combat,Top-Down Shooter,Colorful,Survival,Atmospheric,Realistic,2D,Early Access,Indie,Shooter,RPG"
TRAIL OUT,"Destruction,Racing,Automobile Sim,Vehicular Combat,Combat Racing,Action,Physics,Arcade,Simulation,Singleplayer,PvE,Driving,Casual,Funny,Sports,Local Co-Op,Local Multiplayer,Third Person,Atmospheric,Realistic"
Stronghold Crusader HD,"Real Time Tactics,City Builder,Colony Sim,Medieval,Building,Base Building,Sandbox,War,Management,Military,Economy,RTS,Real-Time,Strategy,Isometric,Open World,Resource Management,Historical,2D,Simulation"
OXENFREE II: Lost Signals,"Thriller,Supernatural,Adventure,Mystery,Story Rich,Exploration,Female Protagonist,Choose Your Own Adventure,Side Scroller,Interactive Fiction,Horror,Point & Click,Walking Simulator,Choices Matter,Narrative,Visual Novel,Multiple Endings,Dark Comedy,Singleplayer,Psychological Horror"
The Surge,"Souls-like,Action,RPG,Sci-fi,Difficult,Third Person,Singleplayer,Mechs,Violent,Hack and Slash,Robots,Open World,Exploration,Cyberpunk,Action RPG,Gore,Adventure,Horror,Futuristic,Atmospheric"
Deceive Inc.,"Action,Shooter,Strategy,Stealth,PvP,Sandbox,Hero Shooter,FPS,Exploration,Competitive,First-Person,Survival,Detective,Multiplayer,Online Co-Op,Funny,Team-Based,Colorful,Tactical,Comedy"
Half-Life 2,"FPS,Action,Sci-fi,Classic,Singleplayer,Story Rich,Shooter,First-Person,Adventure,Dystopian,Atmospheric,Zombies,Silent Protagonist,Physics,Aliens,Great Soundtrack,Horror,Puzzle,Multiplayer,Moddable"
Warhammer: End Times - Vermintide,"Action,Online Co-Op,Co-op,Dark Fantasy,First-Person,Gore,Games Workshop,Multiplayer,FPS,Fantasy,Hack and Slash,Atmospheric,Action RPG,Survival,RPG,Adventure,Singleplayer,Indie,Horror,Female Protagonist"
Men of War: Assault Squad 2,"Strategy,World War II,War,Simulation,RTS,Action,Tactical,Military,Multiplayer,Real Time Tactics,Realistic,Tanks,Historical,Co-op,Singleplayer,Destruction,Atmospheric,Difficult,Classic,Adventure"
ICARUS,"Survival,Open World Survival Craft,Online Co-Op,Multiplayer,Base Building,Crafting,Exploration,Building,Open World,Co-op,First-Person,PvE,Space,Mining,Realistic,Third Person,Sandbox,Adventure,Nature,Science"
Mindustry,"Base Building,Resource Management,Tower Defense,Strategy,Automation,Multiplayer,Sandbox,Building,Co-op,2D,Pixel Graphics,Online Co-Op,RTS,Singleplayer,PvE,Indie,PvP,Survival,Management,Action"
Crysis Remastered,"Action,Shooter,FPS,Sci-fi,Sandbox,Stealth,Aliens,Atmospheric,Singleplayer,Futuristic,Cinematic,Adventure,Realistic,Tactical,America,First-Person,Violent,Multiplayer,Survival,Remake"
Mon Bazou,"Early Access,Choose Your Own Adventure,Exploration,Racing,Sandbox,Driving,Building,Automobile Sim,Life Sim,Crafting,Physics,ATV,Motorbike,First-Person,3D,Open World,Relaxing,Third Person,Snow,Casual"
Operation: Tango,"Online Co-Op,Co-op Campaign,Puzzle,Adventure,Casual,Wholesome,Family Friendly,Female Protagonist,Hacking,Multiplayer,Detective,Co-op,Investigation,Futuristic,Cyberpunk,3D,First-Person,Stylized,Colorful,Heist"
Amnesia: The Bunker,"FPS,Horror,Survival Horror,Action,Survival,Immersive Sim,Violent,Difficult,Resource Management,Gore,Sandbox,Singleplayer,Puzzle,Realistic,Physics,Mystery,Adventure,World War I,First-Person,Inventory Management"
Fury Unleashed,"Replay Value,Roguelike,Fast-Paced,Difficult,Online Co-Op,Old School,Shooter,Platformer,Local Multiplayer,2D,2D Platformer,Perma Death,Roguelite,Side Scroller,Co-op,RPG,Local Co-Op,Combat,Multiplayer,Action"
Propnight,"Multiplayer,Horror,Action,Survival Horror,Online Co-Op,PvP,Co-op,3D,First-Person,Third Person,Stylized,Combat,Asynchronous Multiplayer,Funny,Survival,Casual,Adventure,Controller,Sexual Content,Indie"
The Riftbreaker,"Base Building,Tower Defense,Survival,Strategy,Hack and Slash,Crafting,Resource Management,Sci-fi,Building,Action RPG,Adventure,Exploration,RPG,Isometric,Simulation,Sandbox,Loot,Action,Atmospheric,Mechs"
Red Orchestra 2: Heroes of Stalingrad with Rising Storm,"Realistic,World War II,FPS,Multiplayer,Historical,Action,Tactical,First-Person,Shooter,Military,Team-Based,War,Simulation,Atmospheric,Tanks,Singleplayer,Gore,Difficult,Co-op,Strategy"
The Legend of Heroes: Trails into Reverie,"RPG,JRPG,Party-Based RPG,Anime,Story Rich,3D,Turn-Based Combat,Singleplayer,Great Soundtrack"
Ultimate Admiral: Dreadnoughts,"Naval Combat,Naval,Wargame,Military,Building,Historical,Simulation,Strategy,World War II,War,World War I,Grand Strategy,RTS,Turn-Based Strategy,Strategy RPG,Submarine,Sandbox,RPG,Economy,Realistic"
Zup! S,"Puzzle,Casual,Indie,2D,Physics,Relaxing,Singleplayer,Minimalist,Short,Fast-Paced,Cute,Trading Card Game,Strategy,Logic,Psychological Horror,Difficult,Action,Education,Horror,Beautiful"
PixARK,"Survival,Adventure,Open World,Massively Multiplayer,Multiplayer,Sandbox,Dinosaurs,RPG,Action,Pixel Graphics,Casual,Strategy,Building,Crafting,Voxel,Early Access,Base Building,Magic,FPS,Singleplayer"
Survival: Fountain of Youth,"Survival,Open World Survival Craft,Exploration,Crafting,Violent,Singleplayer,Realistic,Adventure,Puzzle,Early Access,Sandbox,Base Building,Simulation,First-Person,Open World,Historical,Building,Underwater,Immersive Sim,Action-Adventure"
Portal,"Puzzle,Puzzle Platformer,First-Person,3D Platformer,Singleplayer,Sci-fi,Comedy,Female Protagonist,Funny,Physics,Action,Story Rich,Classic,Platformer,Science,Atmospheric,FPS,Dark Humor,Short,Adventure"
My Child Lebensborn Remastered,"Simulation,Life Sim,Story Rich,Emotional,Immersive Sim,Choices Matter,Indie,Singleplayer"
CASE 2: Animatronics Survival,"Horror,FPS,Robots,Stealth,PvP,Psychological Horror,Action-Adventure,First-Person,Difficult,Story Rich,Simulation,Action,Multiplayer,Atmospheric,Survival Horror,Supernatural,Co-op,Adventure,Singleplayer,Massively Multiplayer"
Ghost Exile,"Horror,Online Co-Op,Multiplayer,Co-op,Psychological Horror,Action,Perma Death,Choices Matter,First-Person,Early Access,Atmospheric,Indie,PvE,3D,Team-Based,Singleplayer,VR"
Super Mecha Champions,"Free to Play,Anime,Mechs,Battle Royale,Action,Multiplayer,Third-Person Shooter,PvP,MOBA,FPS,Massively Multiplayer,Robots,Sexual Content,Character Customization,Adventure,Open World,Co-op,MMORPG,Shooter,Controller"
Castle Story,"Colony Sim,Strategy,Building,Sandbox,Multiplayer,Survival,Open World Survival Craft,Indie,Singleplayer,Open World,Tower Defense,Crafting,Co-op,RTS,Simulation,Early Access,Kickstarter,Voxel,Adventure,Casual"
Hotline Miami 2: Wrong Number,"Great Soundtrack,Gore,Pixel Graphics,Violent,Action,Fast-Paced,Difficult,Retro,Top-Down,1980s,Indie,Singleplayer,Atmospheric,Top-Down Shooter,Blood,2D,Shooter,Level Editor,Arcade,1990's"
Victoria 3,"Grand Strategy,Economy,Strategy,Historical,Simulation,Management,Alternate History,Diplomacy,Political,Singleplayer,Real-Time with Pause,Politics,Multiplayer,Political Sim,Moddable,Sandbox,Resource Management,Military,Replay Value,Capitalism"
Tannenberg,"Gore,Team-Based,World War I,Shooter,Horror,PvP,Realistic,FPS,Action,First-Person,Historical,Multiplayer,3D,Wargame,War,Atmospheric,Indie,Simulation,Military,Strategy"
Mr. Prepper,"Survival,Simulation,Base Building,Crafting,Adventure,Management,Resource Management,Indie,Casual,RPG,Underground,Point & Click,Singleplayer,2.5D,Life Sim,Exploration,Economy,Action,Atmospheric,Realistic"
Pixel Starships,"Sci-fi,Pixel Graphics,Space,Strategy,2D,Indie,Massively Multiplayer,Building,4X,Early Access,Base Building,Anime,Free to Play,Multiplayer,Turn-Based Tactics,RPG,Strategy RPG,Wargame,Real Time Tactics,Post-apocalyptic"
GUILTY GEAR -STRIVE-,"2D Fighter,Fighting,Anime,Great Soundtrack,2.5D,PvP,Arcade,Lore-Rich,2D,Action,3D,Story Rich,Multiplayer,Fantasy,Local Multiplayer,Combat,Drama,Cinematic,Casual,Singleplayer"
Planet of Lana,"Female Protagonist,Anime,Puzzle Platformer,Controller,Atmospheric,2D Platformer,Singleplayer,Side Scroller,Emotional,Sci-fi,Story Rich,Drama,Hand-drawn,Cinematic,Adventure,Platformer,Family Friendly,Stylized,Colorful,Puzzle"
Grey Hack,"Hacking,Simulation,Massively Multiplayer,Indie,Early Access,Programming,Sandbox,Realistic,Strategy,Logic,Cyberpunk,Typing,Detective,Education,Text-Based,PvP,2D,Adventure,Crime,Immersive Sim"
South of the Circle,"Interactive Fiction,Adventure,Story Rich,Drama,Cinematic,Atmospheric,Singleplayer,Stylized,Cold War,Minimalist,Narration,Emotional,Linear,Soundtrack,Romance,Point & Click"
GROUND BRANCH,"Tactical,Realistic,Military,FPS,Shooter,Simulation,Multiplayer,Singleplayer,Action,Co-op,First-Person,Gun Customization,Indie,Early Access,Online Co-Op,War,Team-Based,Strategy,Atmospheric,Sandbox"
Volcanoids,"Open World Survival Craft,Open World,Survival,Exploration,Crafting,Shooter,Online Co-Op,Action,Multiplayer,Adventure,First-Person,Atmospheric,Simulation,Early Access,Sandbox,Steampunk,Base Building,Co-op,Singleplayer,Building"
Metal: Hellsinger,"Rhythm,Atmospheric,FPS,Singleplayer,Action,Music,Shooter,Demons,Combat,First-Person,Adventure,Female Protagonist,Score Attack,3D,Stylized,Cinematic,Dark Fantasy,Dark,Narration,Fantasy"
Warhammer The Horus Heresy: Legions,"Deckbuilding,Card Game,Multiplayer,Free to Play,Board Game,PvP,Strategy,Trading Card Game,Card Battler,Singleplayer,PvE,Adventure,Turn-Based Tactics,Turn-Based Strategy,Warhammer 40K,Turn-Based Combat,Lore-Rich,2D,Tabletop,Story Rich"
The Mortuary Assistant,"Horror,Supernatural,Demons,Mystery,Atmospheric,Surreal,Simulation,Adventure,Singleplayer,Indie,First-Person,Dark,Exploration,3D,Realistic,Thriller,Hidden Object,Female Protagonist,Medical Sim,Multiplayer"
Desperados III,"Strategy,Real Time Tactics,Stealth,Western,Tactical,Isometric,Singleplayer,Assassin,Difficult,Third Person,Action,Atmospheric,Historical,Violent,Indie,Adventure,Survival,Top-Down,Great Soundtrack,RTS"
Phoenix Point,"Tactical,Turn-Based Strategy,Grand Strategy,RPG,Procedural Generation,Third-Person Shooter,Strategy,Perma Death,PvE,Aliens,Character Customization,Post-apocalyptic,Third Person,First-Person,Horror,Isometric,Tutorial,Tactical RPG,Transhumanism,3D"
PROJECT: PLAYTIME,"Multiplayer,Survival Horror,Horror,Puzzle,Online Co-Op,Team-Based,Romance,3D,Cute,Character Customization,First-Person,Dark,Psychological Horror,Action,Lore-Rich,Atmospheric,Exploration,Early Access,Third Person,Realistic"
The Henry Stickmin Collection,"Funny,Multiple Endings,Choose Your Own Adventure,Memes,Comedy,Classic,Singleplayer,Choices Matter,Point & Click,2D,Epic,Hand-drawn,Family Friendly,Adventure,Indie,Action,Interactive Fiction,Casual,Parody,Old School"
The Dark Pictures Anthology: House of Ashes,"Choices Matter,Horror,Survival Horror,Psychological Horror,Multiple Endings,Action-Adventure,Dynamic Narration,Story Rich,Nonlinear,Demons,Military,Mythology,Atmospheric,Adventure,Mystery,3D,1990's,Dark,Supernatural,Third Person"
Magicka 2,"Magic,Co-op,Adventure,Multiplayer,Comedy,Action,Online Co-Op,Funny,Local Co-Op,RPG,Atmospheric,Team-Based,PvP,Fantasy,Open World,Local Multiplayer,Singleplayer,Gore,Memes,Isometric"
NARUTO TO BORUTO: SHINOBI STRIKER,"Anime,Action,Multiplayer,Character Customization,Fighting,Ninja,Co-op,Open World,PvP,RPG,Massively Multiplayer,Third Person,Adventure,Controller,Team-Based,Singleplayer,Online Co-Op,MMORPG,Strategy,MOBA"
One Piece Burning Blood,"Anime,Action,Fighting,Multiplayer,Pirates,Singleplayer,Local Multiplayer,Beat 'em up,Story Rich,Co-op,PvP,RPG,3D Fighter"
Slime Rancher,"Cute,Exploration,Adventure,Singleplayer,Open World,First-Person,Colorful,Funny,Sandbox,Simulation,Casual,Management,Fantasy,Indie,Family Friendly,Great Soundtrack,Female Protagonist,Early Access,Action,FPS"
Outlast,"Horror,First-Person,Survival Horror,Atmospheric,Gore,Psychological Horror,Survival,Singleplayer,Adventure,Dark,Action,Indie,Stealth,Nudity,Multiplayer,Parkour,Difficult,Walking Simulator,3D Vision,Sci-fi"
Bread & Fred,"Co-op,Local Co-Op,Cute,Pixel Graphics,2D Platformer,Precision Platformer,Psychological Horror,2D,Comedy,Difficult,Family Friendly,Funny,Platformer,Multiplayer,Local Multiplayer,Side Scroller,Snow,Casual,Controller,Colorful"
Keep Talking and Nobody Explodes,"Co-op,Puzzle,Local Co-Op,Multiplayer,VR,Indie,Local Multiplayer,Difficult,Team-Based,Family Friendly,Funny,Fast-Paced,First-Person,Simulation,Asymmetric VR,Party Game,Action,Party,Atmospheric,Strategy"
Celeste,"Precision Platformer,Difficult,Pixel Graphics,Great Soundtrack,Platformer,Indie,2D Platformer,Female Protagonist,Singleplayer,2D,Story Rich,Adventure,Cute,Puzzle Platformer,Atmospheric,Action,LGBTQ+,Side Scroller,Retro,Exploration"
The Jackbox Party Pack 6,"Trivia,Casual,Multiplayer,Indie,Local Multiplayer,Funny,Party,Comedy,Board Game,Party Game,Local Co-Op,Family Friendly,Co-op,Strategy,Social Deduction,Singleplayer"
Hello Neighbor,"Horror,Sandbox,Stealth,Action-Adventure,First-Person,Story Rich,Survival Horror,Difficult,3D Platformer,FPS,Survival,Strategy,3D,Funny,Psychological Horror,Dark Humor,Family Friendly,Multiple Endings,Surreal,Action"
Counter-Strike Nexon: Studio,"Free to Play,FPS,Zombies,Sandbox,PvE,PvP,Shooter,Horror,Action,First-Person,Co-op,Multiplayer,Survival Horror,Online Co-Op,Funny,Dark,Mod,3D,Gore,Singleplayer"
SMITE®,"Free to Play,MOBA,Multiplayer,Anime,Action,Third Person,Mythology,MMORPG,Team-Based,Nostalgia,Competitive,PvP,Strategy,Co-op,Massively Multiplayer,Open World,eSports,RPG,Adventure,Casual"
The Complex: Expedition,"Horror,Exploration,Realistic,Story Rich,Singleplayer,Action,Mystery,Psychological Horror,Adventure,Simulation,Cinematic,Immersive Sim,First-Person,3D,1990's,Atmospheric,Thriller,America,Open World,Early Access"
The Bookwalker: Thief of Tales,"Adventure,Singleplayer,Turn-Based Tactics,Atmospheric,Noir,Isometric,Story Rich,Lore-Rich,Dark Fantasy,Surreal,Mystery,Dystopian,First-Person,Thriller,Detective,Exploration,Narration,Point & Click,Drama,Puzzle"
Tropico 6,"Strategy,City Builder,Simulation,Economy,Management,Political Sim,Multiplayer,Sandbox,Politics,Building,Singleplayer,Political,Choices Matter,Funny,Co-op,Diplomacy,Destruction,Atmospheric,Story Rich,Top-Down"
Magicka,"Comedy,Co-op,Action,Fantasy,Online Co-Op,Magic,RPG,Multiplayer,Adventure,Funny,Local Co-Op,4 Player Local,Indie,Local Multiplayer,Difficult,Singleplayer,Team-Based,Action RPG,Arcade,Strategy"
Darkest Dungeon®,"Turn-Based Combat,Dark Fantasy,Dungeon Crawler,Roguelike,RPG,Lovecraftian,Difficult,Turn-Based,Singleplayer,Perma Death,Strategy,Atmospheric,Dark,Indie,2D,Roguelite,Horror,Gothic,Fantasy,Kickstarter"
Streamer Life Simulator,"Simulation,Casual,Life Sim,Singleplayer,Indie,Nudity,Adventure,Open World,Sexual Content,First-Person,Strategy,Realistic,Funny,Action,Hacking,Immersive Sim,Sandbox,Walking Simulator,Replay Value,Atmospheric"
Prison Architect,"Simulation,Building,Sandbox,Strategy,Base Building,Colony Sim,Management,City Builder,2D,Top-Down,Economy,Resource Management,Multiplayer,Singleplayer,Capitalism,Moddable,Funny,Replay Value,Indie,Casual"
Way of the Hunter,"Adventure,Shooter,Hunting,Exploration,FPS,Realistic,3D,First-Person,Colorful,Nature,Relaxing,America,Open World,Stealth,Controller,Gun Customization,Singleplayer,Multiplayer,Co-op,Online Co-Op"
Avorion,"Exploration,Sandbox,Building,Space Sim,Flight,Choose Your Own Adventure,PvE,Open World,3D,Third Person,Space,Sci-fi,Simulation,Economy,Voxel,Spaceships,Management,Trading,Vehicular Combat,Action RPG"
Timeflow – Life Sim,"Time Management,Life Sim,Education,Sandbox,RPG,Turn-Based Strategy,Character Customization,Strategy,2D,Isometric,Text-Based,Choices Matter,Resource Management,Capitalism,Economy,Indie,Tabletop,Board Game,Simulation,Early Access"
Ultimate Chicken Horse,"Party,Multiplayer,Platformer,Funny,Local Co-Op,Local Multiplayer,Level Editor,PvP,Precision Platformer,4 Player Local,Online Co-Op,Casual,Competitive,2D,Family Friendly,Parkour,Cute,Cartoony,Action,Difficult"
Beholder 3,"Simulation,Political Sim,Strategy,Dystopian,Point & Click,Choose Your Own Adventure,2D,Dark,Atmospheric,Isometric,Management,Political,Dark Humor,Story Rich,LGBTQ+,Nonlinear,Multiple Endings,Choices Matter,Singleplayer,Indie"
Paladins®,"Hero Shooter,Free to Play,Multiplayer,FPS,Shooter,Action,Team-Based,First-Person,PvP,MOBA,Online Co-Op,Fantasy,Controller,Strategy,Co-op,Character Customization,Massively Multiplayer,Adventure,Colorful,Funny"
Roots of Pacha,"Pixel Graphics,Farming Sim,Life Sim,Romance,RPG,Building,Exploration,Agriculture,Relaxing,Crafting,Sandbox,Simulation,Cute,Cozy,Online Co-Op,Controller,Co-op,Singleplayer,Character Customization,Multiplayer"
Superliminal,"Puzzle,First-Person,Narration,Surreal,Physics,Psychological,Singleplayer,Thriller,Story Rich,Adventure,Funny,Exploration,Psychedelic,3D Vision,Puzzle Platformer,Minimalist,Cinematic,Dark Humor,Colorful,Stylized"
SUPERHOT,"Action,FPS,Bullet Time,Time Manipulation,Indie,Singleplayer,First-Person,Shooter,Puzzle,Minimalist,Short,Difficult,Cyberpunk,Kickstarter,Fast-Paced,Violent,Sci-fi,Casual,Adventure,Gore"
STEINS;GATE,"Visual Novel,Story Rich,Anime,Time Travel,Sci-fi,Great Soundtrack,Multiple Endings,Choices Matter,Singleplayer,Science,Adventure,Atmospheric,Mystery,Romance,Thriller,Psychological Horror,Memes,Dating Sim,Horror,Casual"
Five Nights at Freddy's,"Horror,Singleplayer,Survival Horror,Robots,Psychological Horror,Difficult,Indie,First-Person,Point & Click,Dark,Survival,Atmospheric,Mouse only,Supernatural,Resource Management,Jump Scare,Silent Protagonist,Lore-Rich,Short,Historical"
MONOPOLY Poker,"Casual,Multiplayer,Free to Play,Board Game,Simulation,Gambling,Strategy,Card Game,Turn-Based Tactics,PvP,3D,2D"
RaceRoom Racing Experience,"Free to Play,Racing,Automobile Sim,Simulation,Realistic,Multiplayer,Driving,Competitive,Physics,Difficult,PvP,Sports,Controller,VR,Singleplayer,First-Person,Massively Multiplayer,eSports,FPS,Artificial Intelligence"
OneShot,"Story Rich,Pixel Graphics,Great Soundtrack,Indie,Cute,Atmospheric,Puzzle,Singleplayer,Choices Matter,Adventure,Multiple Endings,RPGMaker,2D,Surreal,RPG,Exploration,Replay Value,Casual,Psychological Horror,Anime"
Above Snakes,"Open World,Atmospheric,Open World Survival Craft,Sandbox,Building,Relaxing,Exploration,Crafting,Western,Female Protagonist,Isometric,RPG,Adventure,Stylized,Colorful,Base Building,Cozy,Singleplayer,Simulation,Survival"
FOREWARNED,"Horror,Online Co-Op,Survival Horror,Co-op,Multiplayer,Psychological Horror,VR,PvE,Survival,Asymmetric VR,Action-Adventure,Dark,Atmospheric,PvP,Exploration,First-Person,Adventure,Action,3D,Early Access"
Mechabellum,"Early Access,Auto Battler,Strategy,Mechs,Multiplayer,Robots,Simulation,War,Turn-Based,PvP,Action,Co-op,Singleplayer,RTS,Turn-Based Strategy,Tower Defense,Turn-Based Tactics,Real Time Tactics,Wargame,Action RTS"
X-Plane 12,"Simulation,Flight,Action-Adventure,Immersive Sim,3D,3D Vision,Realistic,First-Person,VR,Atmospheric,Jet,Military,Relaxing,Choices Matter,Controller,Moddable,Open World,Physics,Tutorial,Co-op"
Lobotomy Corporation | Monster Management Simulation,"Management,Difficult,Simulation,Story Rich,Horror,Psychological Horror,Gore,Indie,Great Soundtrack,Strategy,Singleplayer,2D,Cute,Lovecraftian,Anime,Atmospheric,RTS,Roguelike,Roguelite,Visual Novel"
Farm Together,"Agriculture,Multiplayer,Simulation,Relaxing,Casual,Online Co-Op,Building,Farming Sim,Co-op,Cute,Sandbox,Singleplayer,Character Customization,Third Person,Cartoony,Replay Value,Controller,Colony Sim,Female Protagonist,Horses"
Mars Horizon,"Management,Space,Strategy,Education,Mars,Space Sim,Science,Choices Matter,Historical,Building,Alternate History,Exploration,Turn-Based,Simulation,Stylized,Logic,Singleplayer,Immersive Sim,Resource Management,Physics"
Lunch Lady,"Horror,Online Co-Op,Multiplayer,Co-op,Survival Horror,Dark,Psychological Horror,Procedural Generation,Action,Choices Matter,Team-Based,Exploration,FPS,Collectathon,PvE,First-Person,Walking Simulator,Action-Adventure,Nonlinear,Supernatural"
Tricky Towers,"Party Game,Puzzle,Multiplayer,Physics,Casual,Building,Funny,Family Friendly,Arcade,Cartoony,Local Multiplayer,4 Player Local,Online Co-Op,Singleplayer,Local Co-Op,PvP,Strategy,Party,Colorful,Stylized"
Valakas Story,"Action,Adventure,Casual,Violent,Atmospheric,Gore,Horror,Comedy,Difficult,Memes,Story Rich,Souls-like,Indie,Sexual Content"
Iratus: Lord of the Dead,"RPG,Strategy,Indie,Turn-Based Combat,Roguelike,Dark Fantasy,Roguelite,Villain Protagonist,Dark,Turn-Based,Turn-Based Tactics,Lovecraftian,Fantasy,2D,Difficult,Replay Value,Gothic,Dungeon Crawler,Violent,Gore"
Serious Sam Fusion 2017 (beta),"Action,FPS,Indie,Gore,Multiplayer,VR,First-Person,Co-op,Violent,Shooter,Comedy,Singleplayer,Funny,Great Soundtrack,Online Co-Op,Classic,Difficult,Arena Shooter,Local Co-Op,Local Multiplayer"
The Lord of the Rings Online™,"Free to Play,MMORPG,Massively Multiplayer,Open World,Fantasy,RPG,Adventure,Multiplayer,Character Customization,Based On A Novel,Exploration,Action,Story Rich,Online Co-Op,Co-op,Survival,Third Person,PvP,Singleplayer,Dark Fantasy"
We Were Here Forever,"Escape Room,Puzzle,Online Co-Op,3D,Fantasy,Mystery,Co-op,Exploration,Multiplayer,Adventure,Co-op Campaign,Detective,Atmospheric,Story Rich,Action-Adventure,Dark,Psychological Horror,Casual,First-Person,Linear"
SMASH LEGENDS,"Multiplayer,Free to Play,PvP,MOBA,Fighting,Character Action Game,3D Fighter,Anime,Cute,Action,Casual,Cartoony,Colorful,Fantasy,Online Co-Op,Magic,Sci-fi,Combat,3D,Co-op"
West Hunt,"Social Deduction,Party Game,PvP,Multiplayer,Online Co-Op,Team-Based,Stealth,Funny,Survival,Detective,Strategy,Western,Assassin,Competitive,Casual,Third-Person Shooter,Action RPG,3D,Indie,Third Person"
My Gaming Club,"Simulation,Life Sim,Sandbox,America,Artificial Intelligence,Automobile Sim,First-Person,Realistic,Open World,3D,Hidden Object,Time Management,Economy,Colorful,Atmospheric,Management,Driving,Comedy,6DOF,Base Building"
Just Shapes & Beats,"Rhythm,Great Soundtrack,Music,Bullet Hell,Difficult,Multiplayer,2D,Indie,Action,Co-op,Singleplayer,Local Multiplayer,Local Co-Op,Online Co-Op,Fast-Paced,4 Player Local,Story Rich,Colorful,Funny,Strategy"
Airport CEO,"Flight,Resource Management,Moddable,Singleplayer,Simulation,Management,Immersive Sim,Building,Automation,Strategy,Sandbox,Realistic,Capitalism,2D,Top-Down,Economy,Transportation,City Builder,Base Building,Logic"
Nimbatus - The Space Drone Constructor,"Space Sim,Space,Logic,Action,Roguelike,Survival,Open World,Building,Action Roguelike,Sandbox,Crafting,Sci-fi,Management,Physics,Simulation,Programming,Automation,Destruction,Funny,LEGO"
Metal War Online: Retribution,"Free to Play,Multiplayer,Racing,Action,Early Access,Massively Multiplayer,Shooter,Tanks,Co-op,Open World,FPS,Adventure,PvP,Zombies,Singleplayer,Sandbox,First-Person,Online Co-Op,War"
No One Survived,"Early Access,Survival,Open World,Survival Horror,Zombies,Multiplayer,Exploration,Post-apocalyptic,Crafting,Third Person,Singleplayer,Adventure,3D,Co-op,Building,Online Co-Op,Sandbox,First-Person,RPG,Gore"
Battlefleet Gothic: Armada 2,"Strategy,Space,Warhammer 40K,Real Time Tactics,RTS,Sci-fi,Singleplayer,Games Workshop,Violent,Co-op,Multiplayer,Naval,Atmospheric,War,Co-op Campaign,Tactical,Naval Combat"
KovaaK's,"Action,Shooter,Simulation,FPS,Indie,First-Person,Software Training,Singleplayer,Controller,Multiplayer"
Nova Lands,"Automation,Sandbox,Base Building,Adventure,Open World Survival Craft,Survival,Open World,Resource Management,Pixel Graphics,Crafting,Strategy,Singleplayer,Building,Casual,2D,Exploration,Simulation,Indie,Farming Sim,Multiplayer"
Abnormal Status ~Tattoo / Prohibited Books / Parasites~,"Mystery Dungeon,Sexual Content,Nudity,NSFW,JRPG,Female Protagonist,Cute,Story Rich,Third Person,Dungeon Crawler,Turn-Based Combat,Text-Based,2D Platformer,Choices Matter,Adventure,Anime,Fantasy,RPG,Drama,Singleplayer"
Car Mechanic Simulator 2018,"Simulation,Automobile Sim,Driving,Building,Realistic,Racing,Singleplayer,Multiplayer,First-Person,Sandbox,Education,Crafting,Moddable,Open World,Physics,Management,Great Soundtrack,Strategy,Memes,Co-op"
Zero Hour,"Tactical,Shooter,FPS,Realistic,Multiplayer,Action,First-Person,Online Co-Op,Military,PvP,Team-Based,Strategy,Immersive Sim,Simulation,Stealth,3D,Combat,PvE,Violent,Early Access"
Day of Dragons,"Simulation,Dragons,Survival,Indie,Early Access,Multiplayer,RPG,Open World,Sandbox,Fantasy,Flight,Exploration,PvP,Immersive Sim,Survival Horror,3D,Tactical RPG,First-Person,Realistic,Third Person"
We Were Here Together,"Story Rich,Online Co-Op,Co-op Campaign,Puzzle,Escape Room,Exploration,Adventure,Linear,Action-Adventure,Co-op,Multiplayer,Horror,Investigation,Mystery,First-Person,Atmospheric,Psychological Horror,Dark,Casual,Indie"
WAKFU,"Free to Play,Massively Multiplayer,Turn-Based Strategy,MMORPG,Open World,RPG,Strategy,Turn-Based,Adventure,Anime,Tactical,Multiplayer,Fantasy,Isometric,2D,Tactical RPG,Action,Sandbox,Co-op,Turn-Based Combat"
